Lake.Name,Date.Sampled,Month,Measure,Achnanthidium.minutissimum,Actinastrum.hantzschii,Actinastrum.sp,Amphora.sp,Anabaena.sp,Anabaenopsis.sp,Anathece.clathrata,Ankistrodesmus.bernardii,Ankistrodesmus.spiralis,Ankistrodesmus.stipitatus,Ankyra.ancora,Ankyra.judayi,Aphanizomenon.flosaquae,Aphanizomenon.gracile,Aphanizomenon.skujae,Aphanizomenon.yezoense,Aphanocapsa.delicatissima,Aphanocapsa.elachista,Aphanocapsa.rivularis,Aphanocapsa.sp,Aphanothece.nidulans,Aphanothece.sp,Apocalathium.aciculiferum,Asterionella.formosa,Aulacoseira.ambigua,Aulacoseira.granulata,Aulacoseira.sp,Binuclearia.lauterbornii,Bitrichia.chodatii,Bitrichia.ollula,Botryococcus.sp,Ceratium.hirundinella,Chaetoceros.holsaticus,Chaetoceros.muelleri,Chaetoceros.simplex,Chaetoceros.sp,Chlamydocapsa.planctonica,Chlamydomonas.globosa,Chlamydomonas.sagittula,Chlamydomonas.snowiae,Chlamydomonas.sp,Chlorella.sp,Chlorolobion.braunii,Chloromonas.frigida,Chromulina.sp,Chromulinaceae,Chroococcus.dispersus,Chroococcus.sp,Chrysoikos.skujae,Chrysolykos.planctonicus,Chrysophyceae,Chrysosphaerella.longispina,Cladophora.sp,Closteriopsis.longissima,Closterium.acutum.var.variabile,Closterium.sp,Coccolithophyceae,Cocconeis.pediculus,Cocconeis.placentula,Cocconeis.sp,Codonosigopsis.sp,Coelastrum.astroideum,Coelastrum.microporum,Coelastrum.sphaericum,Coenochloris.fottii,Coenocystis.sp,Comasiella.arcuata.var.platydisca,Cosmarium.bioculatum,Cosmarium.granatum,Cosmarium.sp,Cosmarium.subcrenatum,Crucigenia.quadrata,Crucigenia.tetrapedia,Cryptomonas.curvata,Cryptomonas.erosa,Cryptomonas.marssonii,Cryptomonas.phaseolus,Cryptomonas.pyrenoidifera,Cryptomonas.tenuis,Cuspidothrix.issatschenkoi,Cyclotella.choctawhatcheeana,Cyclotella.meneghiniana,Cylindrospermum.minimum,Cylindrotheca.gracilis,Cymbella.sp,Cymbopleura.cuspidata,Delicata.delicatula,Denticula.sp,Desmarella.moniliformis,Desmodesmus.bicaudatus,Desmodesmus.bicellularis,Desmodesmus.intermedius,Desmodesmus.opoliensis,Diatoma.tenuis,Diatoma.vulgaris,Dictyosphaerium.ehrenbergianum,Dictyosphaerium.subsolitarium,Dinobryon.acuminatum,Dinobryon.bavaricum,Dinobryon.borgei,Dinobryon.dilatatum,Dinobryon.divergens,Dinobryon.sociale,Dinobryon.sociale.var.americanum,Dinobryon.sociale.var.stipitatum,Dinobryon.sp,Diplochloris.decussata,Diplochloris.lunata,Diplochloris.sp,Discostella.pseudostelligera,Dolichospermum.affine,Dolichospermum.crassum,Dolichospermum.flosaquae,Dolichospermum.mendotae,Dolichospermum.planctonicum,Dolichospermum.sigmoideum,Dolichospermum.solitarium,Dolichospermum.spiroides,Elakatothrix.gelatinosa,Elakatothrix.genevensis,Entomoneis.paludosa,Epipyxis.sp,Eremosphaera.eremosphaeria,Eremosphaera.gigas,Eudorina.elegans,Eudorina.sp,Euglena.sp,Eutetramorus.sp,Fragilaria.capucina,Fragilaria.crotonensis,Fragilariaceae,Franceia.droescheri,Glenodinium.sp,Gloeocystis.sp,Gloeotila.sp,Gloeotrichia.echinulata,Gloeotrichia.sp,Golenkinia.radiata,Gomphonema.sp,Gomphosphaeria.aponina,Goniochloris.mutica,Gregiochloris.lacustris,Gymnodinium.lantzschii,Gymnodinium.mitratum,Gymnodinium.sp,Hyaloraphidium.contortum,Katablepharis.ovalis,Kephyrion.boreale,Kephyrion.cupuliforme,Kirchneriella.lunaris,Kirchneriella.obesa,Korshikoviella.sp,Lagerheimia.ciliata,Lagerheimia.genevensis,Lagerheimia.longiseta,Lagerheimia.quadriseta,Lagerheimia.subsalsa,Lanceola.spatulifera,Lepocinclis.acus,Lepocinclis.sp,Limnococcus.limneticus,Limnoraphis.birgei,Limnothrix.lauterbornii,Limnothrix.sp,Lindavia.bodanica,Lindavia.michiganiana,Mallomonas.caudata,Mallomonas.pseudocoronata,Mallomonas.sp,Melosira.varians,Merismopedia.elegans,Merismopedia.glauca,Merismopedia.tenuissima,Merismopedia.warmingiana,Messastrum.gracile,Micractinium.pusillum,Microcystis.aeruginosa,Microcystis.ichthyoblabe,Microcystis.wesenbergii,Monactinus.simplex,Monoraphidium.circinale,Monoraphidium.contortum,Monoraphidium.convolutum,Monoraphidium.dybowskii,Monoraphidium.griffithii,Monoraphidium.irregulare,Monoraphidium.komarkovae,Monoraphidium.minutum,Monoraphidium.skujae,Monosiga.sp,Monosiga.varians,Mougeotia.sp,Mucidosphaerium.pulchellum,Naiadinium.polonicum,Navicula.sp,Neglectella.solitaria,Nephrocytium.agardhianum,Nephrocytium.lunatum,Nitzschia.acicularis,Nitzschia.paleacea,Nitzschia.sp,Nodularia.spumigena,Ochromonas.sp,Oocystis.apiculata,Oocystis.borgei,Oocystis.lacustris,Oocystis.naegelii,Oocystis.parva,Oocystis.pusilla,Oocystis.submarina,Oscillatoria.rosea,Oscillatoria.sancta,Paraphysomonas.bourrellyi,Parvodinium.inconspicuum,Parvodinium.umbonatum,Pediastrum.duplex,Pedinella.sp,Peridinium.sp,Phacus.acuminatus,Phacus.curvicauda,Phacus.sp,Phormidium.sp,Pinnularia.sp,Plagioselmis.nannoplanctica,Planktolyngbya.contorta,Planktolyngbya.limnetica,Planktothrix.agardhii,Plectonema.sp,Podohedra.sp,Pseudanabaena.limnetica,Pseudanabaena.mucicola,Pseudanabaena.redekei,Pseudokephyrion.attenuatum,Pseudokephyrion.ellipsoideum,Pseudokephyrion.minutissimum,Pseudokephyrion.spirale,Pseudopediastrum.boryanum,Pseudoschroederia.antillarum,Quadrigula.chodatii,Quadrigula.closterioides,Raphidocelis.danubiana,Rhabdoderma.irregulare,Rhabdoderma.lineare,Rhabdogloea.smithii,Rhabdomonas.sp,Rhodomonas.lens,Rhoicosphenia.abbreviata,Romeria.chlorina,Romeria.leopoliensis,Scenedesmus.balatonicus,Scenedesmus.bijugus,Scenedesmus.ellipticus,Scenedesmus.obtusus,Scenedesmus.obtusus.f.disciformis,Scenedesmus.pecsensis,Scenedesmus.quadricauda,Schroederia.indica,Schroederia.setigera,Snowella.arachnoidea,Snowella.lacustris,Sphaerocystis.schroeteri,Spiniferomonas.sp,Staurastrum.chaetoceras,Staurastrum.paradoxum,Staurastrum.smithii,Staurastrum.sp,Stauridium.tetras,Staurodesmus.cuspidicurvatus,Stelexomonas.dichotoma,Stephanodiscaceae,Stephanodiscus.niagarae,Stephanodiscus.parvus,Stephanodiscus.sp,Stichogloea.doederleinii,Stichogloea.globosa,Surirella.sp,Synechococcus.sp,Synechocystis.sp,Synedra.cyclopum,Synedra.sp,Synura.sp,Tabellaria.flocculosa,Tetrachlorella.alternans,Tetradesmus.bernardii,Tetradesmus.dimorphus,Tetradesmus.obliquus,Tetraëdron.caudatum,Tetraëdron.minimum,Tetraëdron.minimum.var.tetralobulatum,Tetraëdron.trigonum,Tetraselmis.cordiformis,Trachelomonas.dybowskii,Trachelomonas.volvocina,Treubaria.setigera,Treubaria.triappendiculata,Ulnaria.ulna,Uroglena.sp,Urosolenia.eriensis,Urosolenia.longiseta,Willea.crucifera,Willea.rectangularis,Woloszynskia.ordinata,Woronichinia.compacta,Woronichinia.naegeliana
GLENIFFER LAKE (DICKSON RESERVOIR),2014-06-26,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.811432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.4775,436.036,26.73018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.789596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLENIFFER LAKE (DICKSON RESERVOIR),2014-07-23,Jul,Biomass,0.4135121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.42302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.30408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495474,0,0,0,0,0,0,0,1.47016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.552544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLENIFFER LAKE (DICKSON RESERVOIR),2014-08-20,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.63453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336509,0,0,0,0,0,0,0
GLENIFFER LAKE (DICKSON RESERVOIR),2014-10-01,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.26907,0,0,0,0,0,0,0,0,0,0,1.44343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1069207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1837832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.622865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41048,0,0,0,0,0,0,0
GOODFISH LAKE,2016-06-02,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,846.8121,0,0,37.06585,23.09487,0,0,0,0,0,0,0,0,0,0,0,0,0,224.5335,0,0,0,0,0,0,0,0,0,0,0,0,19.21009,280.809432,0,0,0,0,0,0,0,0,0,0,37.06585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.6081,71.28047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16615,0,0,0,0,0,0,0,0,0,0,146.6952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.01065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639451,0,56.45414,9.266461,0,0,6.842926,0,0,0,0,0,0,0,0,0,0,21.78171,0,0,0,0,0,0,0,0,0.7128047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8445,0,0,1437.014,0,0,32.07621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.86859,0,0,0,47.43715,0,0,0,0,0,0,0,26.73018,0,0,0,0,0,0,0,0,0,32.67256,0,0,0,0,0,0,0,0,11.40488,0,0,0,0,0,0,0,338.7248,0,0,0,0,0,0,0
GOODFISH LAKE,2016-07-07,Jul,Biomass,0,0,0,0,0,0,0,0,8.019053,0,0,0,0,927.6441,0,0,22.80975,0,0,0,0,0,0,13.61357,0,0,0,0,0,0,0,673.6005,0,0,0,0,0,0,0,0,91.23901,0,31.99603,0,0,173.6927053,0,0,0,0,0,0,0,0,0,0,3.706584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.910059,0,0,69.28462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.566097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.28047,0,0,0,0,0,0,127.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,4.900532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69207,3116.739,0,0,0,0,0,0,0,0,0,0,0.9979267,0,0,0,0,0,0,3.421463,0,14.4343,26.94402,0,1.211768,3.368002,0,0,0.8019053,0,1.924573,0,10.89085,17.10731,0,0,0,0,5.173155,0,0,0,0,0,0,2.494817,0,0,189.2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659.41,0,0,160.3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.335668,0,112.1758,0,0,0,0,0,23.95024,0,142.5609,0,0,0,0,0,0,0,0,8.731857,0,0,0,0,0,0,0
GOODFISH LAKE,2016-08-30,Aug,Biomass,0,74.41682,0,0,0,0,0,0,0,0,0,0,0,1327.955,0,0,11.40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.31857,0,0,0,0,0,0,0,0,0,0,1.710731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.93365,0,0,234.7979,0,0,0,0,0,0,0,0,0,0,5.132194,0,45.6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.20959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.8641,5334.274,0,0,0,133.437,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56817,0,19.24573,0,0,0,2.566097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.73018,0,0,0,0,0,0,0,0,0,0,0,0,128.3049,0,0,4858.477,0,0,531.3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.773718,0,0,0,0,0,0,0,8.054693,0,6.126105,0,0,0,0,0,0,0,61.58633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOODFISH LAKE,2016-09-28,Sep,Biomass,0,23.81659,0,0,0,0,0,0,0,0,0,0,0,115.4744,0,0,0,5.773718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.42225,0,3.742225,0,56.45414,221.245658,0,0,0,0,0,0,0,0,0,17.10731,3.849146,0,0,0,0,0,0,0,0,0,64.15243,0,0,0,0,0,0,200.1556,0,0,0,0,0,41.05755,0,0,0,0,0,0,0,0,0,0,10.10401,0,17.10731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.73018,0,0,0,0,0,0,0,0,0,0,0,7.217148,66.15719,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3717,0,16.03811,179.6268,0,0,0,0,0,0,0,0,0,0,1.389969,0,0,0,0,0,0,9.409022,0,76.98291,2.352256,0,2.673018,11.54744,0,0,0,0,0,0,0,23.95024,0,0,0,0,8.984955,0,0,0,0,0,0,20.31494,1.44343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.13337,0,0,20846.97,0,0,104.2477,0,0,0,0,0,0,0,0,0,0,3.207621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341272,0,43.30289,26.73018,0,0,0,0,0,0,0,0,180.4287,0,0,0,0,0,0,3.207621,6.575624,0,0,0,0,0,0,0,0,0,230.9487,1.710731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAPTISTE LAKE (NORTH),2017-06-20,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,0.454413,34642.31,0,0,0,0,0,0.601429,0,0,0,0,248.7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.007145,0,0,0,0,0,0,0,0,0,0,0.1069207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3631,0,36.35304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.382293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.19053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.08103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341272,0,0,0,0,0,0,0
BAPTISTE LAKE (NORTH),2017-07-19,Jul,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,39831.68,0,0,0,0,0,0.4276828,0,0,0,0,0,0,0,0,0,0,0,0,769.8291,0,0,0,0,0,0,0,0,0,0,0,0,0,7.217148,0,0,0,0,0,0,0,0,47.04511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.350799,0,0,0,0,0,0,0,0,0,0,3.822416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.09527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.011908,0,0,0,0,0,0,0,0,0,0,0,0,82.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.8447148
BAPTISTE LAKE (NORTH),2017-08-16,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,2.255359,0,0,0,0,0,0,17.4080302,0,0,0,0,0,0,0,0,0,0,0,0,433.0289,0,0,0,0,0,0,0,0,0,0,0,0,3.929336,51.3286235,0,0,0,0,0,0,0,0,0,0,0.2405716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.91292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8639,0,0,0,0,0,0,0,0,0,0,1.042477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3007145,0,0,0,0,0,0,0,0,0,0,0,2.405716,0,0,0,0,0,0,0,23.78986,0,0,0,0,0,0,0,0,0,0,0,0,64.15243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.011909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660578
BAPTISTE LAKE (NORTH),2017-09-27,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,117209.4,0,0,0,0,0,5.98756,0,0,0,0,0,0,346.4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.317178,0,0,0,0,0,0,0,0,0,0,0.2138414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.3255,56.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.40319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.29813,0,0,0,0,0,0,0,0,0,0,0,0,68.16195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7217148
GREGOIRE LAKE,2017-06-26,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,0.8553657,230.9487,0,0,0,52.27235,0,0,0,0,0,0,1167.046,0,0,134.7201,0,0,0,0,712.8047,0,0,0,0,0,0,0,0,0,0,0,0,6.985487,67.882776,0,0,0,0,0,0,0,0,0,0,21.91875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861026,0,0,0,0,0,6774.496,11660.34,2861.864,0,407.4867,0,1950.234,0,0,0,0,0,0,0,0,0,0,0,0,44.6525,0,0,10.26439,0,0,0,0,0,0,0,0,0,0,0,0,45.7383,0,0,0,0,0,0,0,0,0,0,0.5227235,0,0,0,0,0,0,71.28047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283049,0,0,0,0,0,0,1.924573,0,0,0,0,0,0,0,0,0,0,0,25.61345,0,76.03251,0,0,1.52065,8.553657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.73018,0,0,0,61.58633,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76016,0,0,0,0,0,0,0,0,20.52878,0,0,0,0,0,0,0
GREGOIRE LAKE,2017-07-26,Jul,Biomass,0,0,0,0,0,0,0,0,0,0,0,0.2851219,2825.273,0,0,0,24.71056,70.56767,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.439,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61345,0,0,0,0,0,0,0,0,0,0,1.069207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.21653,27.3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.710731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6118.241,44954.22,3573.599,30.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.534043,0,0,0,0,0,0,0,0,0,0,0,0,0,522.7235,0,0,2.138414,284.6229,0,0,0,0,0,0,0,0,0,0,0,205.2878,19.00813,0,0,0,0,0,2.090894,0,0,0,0,0,0,0,0,128.3049,0,0,0,0,0,0,0,3.630285,0,0,0,35.64024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.128047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.682,30.79317,0,0,0,0,0,0,0,0,15.39658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
